Title,Price,Location,Size,Bedroom
The Address @ Taman Desa,RM 2 600 per month,Taman Desa,1118 sq.ft.,4 Bedrooms
Residensi Jalilmas Bukit Jalil LRT Awan Besar,RM 1 000 per month,Bukit Jalil,800 sq.ft.,3 Bedrooms
Residensi Jalilmas Bukit Jalil LRT Awan Besar,RM 850 per month,Bukit Jalil,800 sq.ft.,3 Bedrooms
Maxim Residence Condo Taman Len Cheras,RM 1 500 per month,Cheras,1050 sq.ft.,3 Bedrooms
Pavilion Embassy Tower C,RM 3 700 per month,Bukit Bintang,775 sq.ft.,2 Bedrooms
"Residensi Suria Pantai, Pantai Sentral, Pantai Dalam",RM 1 100 per month,Bangsar,850 sq.ft.,3 Bedrooms
"Riana Green East Condo F/Furnished Wangsa Maju, Near Sri Rampai LRT",RM 2 800 per month,Wangsa Maju,1909 sq.ft.,4 Bedrooms
"[STRATEGIC] Pandanmas 2, Kg Pandan",RM 1 800 per month,Desa Pandan,900 sq.ft.,3 Bedrooms
"Residensi Desa Sentralmas At Tmn Desa, Old Klang Road",RM 1 000 per month,Taman Desa,850 sq.ft.,3 Bedrooms
"Suasana Lumayan Condo P/Furnished Bandar Sri Permaisuri, Cheras",RM 1 550 per month,Cheras,1142 sq.ft.,4 Bedrooms
"Marc Residence Condo, Klcc Kuala Lumpur",RM 2 300 per month,KLCC,630 sq.ft.,1 Bedroom
[ FULLY FURNISHED ] ARTE MONT KIARA | Duplex Unit | Renovated,RM 3 000 per month,Mont Kiara,925 sq.ft.,2 Bedrooms
【 吉屋出租 】 MUTIARA FADASON |手快有，手慢无 | Kepong | Jinjang,RM 750 per month,Kepong,650 sq.ft.,3 Bedrooms
[ 1300SF 4 ROOMS ] THE HENGE CONDO | Corner Unit | Kepong | Selayang,RM 2 200 per month,Kepong,1300 sq.ft.,4 Bedrooms
"Wangsa Heights, Bukit Antarabangsa Ukay Perdana Ampang",RM 1 100 per month,Ampang,958 sq.ft.,3 Bedrooms
Sky Suites Klcc Fully Furnished 2 Bedrooms Twin Tower Cbd New Unit,RM 2 600 per month,KLCC,687 sq.ft.,2 Bedrooms
Hot Area With Cheapest Price,RM 1 250 per month,Cheras,865 sq.ft.,3 Bedrooms
One Residences Chan Sow Lin Sungai Besi Limited Unit,RM 2 100 per month,Sungai Besi,888 sq.ft.,2 Bedrooms
Bangsar puteri condo 2200 fully furnish,RM 2 000 per month,Bangsar,1066 sq.ft.,2 Bedrooms
"UNIO RESIDENCE Kepong 5 Star Facilities condo,ENESTA MRT AEON JUSCO",RM 2 000 per month,Kepong,866 sq.ft.,2 Bedrooms
[HOT UNIT] Casa Mutiara 2 Bedroom Full Furnished Vacant now,RM 2 000 per month,Bukit Bintang,900 sq.ft.,2 Bedrooms
Residensi Majestic Maxim | Cheras | Partly Furnished | Balcony | Murah,RM 1 100 per month,Cheras,900 sq.ft.,2 Bedrooms
"Rampai Residence Sri Rampai, near Wangsa Maju, Setapak, Rampai2, Pv20",RM 1 850 per month,Setapak,850 sq.ft.,3 Bedrooms
"Razakmas Apartment, Bandar Tun Razak",RM 900 per month,Cheras,850 sq.ft.,3 Bedrooms
Prima Saujana Apartment,RM 950 per month,Kepong,1000 sq.ft.,3 Bedrooms
[UBN APARTMENT] full furnished unit with washing machine,RM 2 200 per month,KL City,720 sq.ft.,1 Bedroom
SUITE ENESTA Residence 3ROOM 2BATH Kepong NICE VIEW JINJANG UNIO MRT,RM 1 550 per month,Kepong,980 sq.ft.,3 Bedrooms
UNA Residence | Sunway Velocity | 2R1B | Fully Furnish,RM 3 200 per month,Cheras,807 sq.ft.,2 Bedrooms
[WALK TO KLCC] The Meritz 2 Room 2 Bathroom for rent,RM 4 500 per month,Ampang,1400 sq.ft.,2 Bedrooms
Avenue Court Old Klang Road Jalan Klang Lama 3R2B Partly furnished KL,RM 1 250 per month,Old Klang Road,973 sq.ft.,3 Bedrooms
Sky Suites Klcc Fully Furnished 3 Bedrooms Twin Tower Cbd New Unit,RM 3 300 per month,KLCC,818 sq.ft.,3 Bedrooms
Partial Furnished Apartment for Rent in Setapak (Teratai Mewah),RM 1 100 per month,Setapak,653 sq.ft.,3 Bedrooms
"Queensville Studio Id Design , Bandar Sri Permaisuri Cheras",RM 1 700 per month,Cheras,580 sq.ft.,1 Bedroom
Residency V 3R2B F/F Old Klang Road OKR OUG Mid Valley Kuala Lumpur,RM 2 200 per month,Old Klang Road,910 sq.ft.,3 Bedrooms
"Residensi Desa Sentralmas At Tmn Desa, Old Klang Road",RM 1 000 per month,Taman Desa,850 sq.ft.,3 Bedrooms
[BEAUTIFUL DECORATED UNIT] Seri Raja Chulan Condo 3R2B,RM 3 200 per month,Bukit Bintang,1300 sq.ft.,3 Bedrooms
"PPR Sri Aman , Jinjang Utara , Kepong .",RM 900 per month,Kepong,890 sq.ft.,3 Bedrooms
fully furniture unit 3 Residen Desa Melawati KL,RM 2 500 per month,Taman Melawati,1100 sq.ft.,2 Bedrooms
Fully furniture unit Sofiya Desa Parkcity kuala lumpur,RM 2 100 per month,Desa ParkCity,984 sq.ft.,3 Bedrooms
"Berlian condo , 900sf , 3room 2bath , p/furnished , setapak",RM 1 400 per month,Setapak,900 sq.ft.,3 Bedrooms
SUITE ENESTA Condominium Direct MRT Kepong JINJANG UNIO For rent,RM 1 500 per month,Kepong,980 sq.ft.,3 Bedrooms
"SUITE ENESTA Residence Kepong JINJANG ,UNIO MRT",RM 2 100 per month,Kepong,1460 sq.ft.,3 Bedrooms
"FREE Wifi 3R2B, Tuan Residency, Jalan Kuching, partially furnished",RM 1 950 per month,Jalan Kuching,900 sq.ft.,3 Bedrooms
5 Bilik / 5 rooms Fully Furnished PPAM Metropolitan Kepong sewa rumah,RM 1 600 per month,Kepong,1500 sq.ft.,5 Bedrooms
"Lexa Fera Residence condo Walking to LRT & Mall, Sewa rumah",RM 1 700 per month,Wangsa Maju,820 sq.ft.,3 Bedrooms
(PartiallyFurnished)(TARC) PV 6 Platinum Hill Condo Melati Setapak KL,RM 2 100 per month,Setapak,1328 sq.ft.,4 Bedrooms
Sri Putramas 1 Condo (Nora) Near Mitec Good Condition,RM 1 600 per month,Jalan Kuching,1100 sq.ft.,3 Bedrooms
OUG Parklane @ Jalan Puchong KL [Well-Kept] [3B2BR],RM 1 100 per month,OUG,950 sq.ft.,3 Bedrooms
Cheras Midah Ria Condo Near MRT,RM 1 300 per month,Cheras,967 sq.ft.,3 Bedrooms
"Lavile Cheras @ Kuala Lumpur l Near MRT , TRX , SUNWAY VELOCITY KLCC .",RM 2 800 per month,Cheras,1064 sq.ft.,3 Bedrooms
"Lavile Cheras @ Kuala Lumpur l Walking Distance MRT , Sunway Veloci...",RM 3 200 per month,Cheras,864 sq.ft.,3 Bedrooms
Putra Villa Taman Melati Partially Furnished,RM 1 750 per month,Setapak,1066 sq.ft.,3 Bedrooms
"M3 mall condo , 900sf , 3r2b , fully furnished , renovated , LRT , Tam",RM 1 700 per month,Setapak,900 sq.ft.,3 Bedrooms
"Majestic Maxim, Taman Bukit Cheras, Connaught, Cheras",RM 1 400 per month,Cheras,650 sq.ft.,2 Bedrooms
"Ohako Condo For Rent, 3 Room With 2 Car Park, Bandar Puchong Jaya",RM 1 700 per month,Puchong,955 sq.ft.,3 Bedrooms
Sofiya Desa Parkcity Fully Furnished Unit For Rent,RM 2 200 per month,Desa ParkCity,862 sq.ft.,3 Bedrooms
Citizen Old Klang Road Fully Furnished KL View Kuchai Lama OUG Kinrara,RM 2 600 per month,Old Klang Road,1133 sq.ft.,4 Bedrooms
(Fullyfurnish)(2CP)(Renovated) Putra Villa Condo Tmn Melati Setapak KL,RM 1 799 per month,Setapak,1066 sq.ft.,3 Bedrooms
Fennel Residence Sentul For Rental Fully Furnished Unit,RM 3 400 per month,Sentul,1186 sq.ft.,3 Bedrooms
TeRatak Muhibbah 2 TaMan Desa KL 3R2B,RM 900 per month,Taman Desa,650 sq.ft.,3 Bedrooms
(Renovated)(BasicUnit) Petaling Indah Condo Sri Petaling Sg Besi KL,RM 1 100 per month,Sri Petaling,888 sq.ft.,3 Bedrooms
Pandanmas 1 For Rent,RM 1 500 per month,Desa Pandan,850 sq.ft.,3 Bedrooms
The Link 2 Condo Lrt Alam Sutera Bukit Jalil Imu Apu Oug Sri Petaling,RM 2 100 per month,Bukit Jalil,800 sq.ft.,2 Bedrooms
Ketumbar Heights 3R2B Cheras F/F Taman Yulek MRT EKO Kuala Lumpur,RM 1 400 per month,Cheras,760 sq.ft.,3 Bedrooms
The Pano Nice View Unit To Rent,RM 1 800 per month,Sentul,692 sq.ft.,1 Bedroom
"Rampai court , 600sf , 2r1b , basic , wangsa maju",RM 900 per month,Wangsa Maju,600 sq.ft.,2 Bedrooms
"Desa Kiara Condo , Bukit Kiara, TTDI [Fully Furnished] near MRT",RM 1 900 per month,Taman Tun Dr Ismail,1200 sq.ft.,3 Bedrooms
"Putra Villa , 1067sf , 3r2b , f/furnished , Taman Melati , Setapak",RM 1 700 per month,Setapak,1067 sq.ft.,3 Bedrooms
"Vista Komanwel C, Bukit Jalil LRT, Sri Petaling (1400sf FULLY FURNISH)",RM 2 000 per month,Bukit Jalil,1400 sq.ft.,6 Bedrooms
Plaza Damas 3,RM 1 600 per month,Sri Hartamas,780 sq.ft.,1 Bedroom
Sri Petaling Endah Puri Condo for Rent,RM 2 200 per month,Sri Petaling,1500 sq.ft.,4 Bedrooms
FURNISHED Residensi Alam Damai (PR1MA@Alam Damai) Kuala Lumpur,RM 1 400 per month,Cheras,657 sq.ft.,2 Bedrooms
Flat berhampiran LRT Taman Melati,RM 800 per month,Setapak,560 sq.ft.,2 Bedrooms
Menara Antara 2Room 3Bathroom 1CP Fully/F Bukit Bintang (Nice View),RM 3 000 per month,Bukit Bintang,1500 sq.ft.,2 Bedrooms
Sewa Termurah Pangsapuri Teratak Muhibbah2 Taman Desa Jalan Klang Lama,RM 950 per month,Taman Desa,657 sq.ft.,3 Bedrooms
FULLY FURNISHED Binjai 8 Condominium KLCC,RM 2 600 per month,KLCC,800 sq.ft.,1 Bedroom
"Apartment Taman Bukit Segar, Cheras, Kuala Lumpur",RM 700 per month,Cheras,660 sq.ft.,3 Bedrooms
Seri Ceria 2 FEB 2023,RM 800 per month,Bukit Jalil,650 sq.ft.,3 Bedrooms
"[BELOW MARKET] Cheras Pertiwi Indah Condo , Partly Furnish , 1298sf",RM 1 600 per month,Cheras,1285 sq.ft.,3 Bedrooms
Jalil Damai Apt @ Bkt Jalil - Basic unit for rental,RM 1 300 per month,Bukit Jalil,1080 sq.ft.,3 Bedrooms
Villa Wangsamas_Wangsa Maju_INTERNATIONAL SCHOOL,RM 2 000 per month,Wangsa Maju,1267 sq.ft.,3 Bedrooms
"Kuala Lumpur, Villa Wangsamas Condo Wangsa Maju Partly Furnished",RM 1 700 per month,Wangsa Maju,1267 sq.ft.,3 Bedrooms
M Vertica Cheras 3Rooms Partially Furnished Near LRT & MRT,RM 1 800 per month,Cheras,850 sq.ft.,3 Bedrooms
Infiniti 3 Residensi Wangsa Maju ~ 5ROOMS,RM 5 500 per month,Wangsa Maju,2266 sq.ft.,5 Bedrooms
"Segar Court Condominium, Cheras, Kuala Lumpur",RM 2 400 per month,Cheras,1107 sq.ft.,3 Bedrooms
Inspirasi Condo 3r2b2c f/f near Publika Mont Kiara Kl (Cheapest),RM 2 800 per month,Mont Kiara,940 sq.ft.,3 Bedrooms
"Clean and well maintain , Walking distance to LRT station ",RM 1 250 per month,OUG,950 sq.ft.,3 Bedrooms
3 bedroom apartment for rent,RM 1 500 per month,Cheras,765 sq.ft.,3 Bedrooms
Parking Residensi Pandanmas 1,RM 150 per month,Desa Pandan,100 sq.ft.,1 Bedroom
Menara Cenderawasih Apartment for rent,RM 1 000 per month,Keramat,872 sq.ft.,3 Bedrooms
"6Ceylon SixCeylon, Bukit Bintang - Prime Location",RM 3 500 per month,Bukit Bintang,1200 sq.ft.,2 Bedrooms
Residensi Platinum OUG Fully Furnished High Level 1200sqft Bukit Jalil,RM 1 800 per month,Kuchai Lama,1200 sq.ft.,3 Bedrooms
The Scott Soho GOOD Location With Nice View at Old Klang Road H/FLOOR,RM 1 600 per month,Old Klang Road,755 sq.ft.,1 Bedroom
Rampai court near wangsa maju duke highway putra LRT,RM 1 250 per month,Wangsa Maju,600 sq.ft.,2 Bedrooms
Ampang Permai Prima 3rooms 2bath at Tasek Permai near Aeon Dagang,RM 950 per month,Ampang,758 sq.ft.,3 Bedrooms
Taman Pusat Kepong Shop Apartment,RM 800 per month,Kepong,935 sq.ft.,3 Bedrooms
"Majestic Maxim 2 Rooms In Taman Connaught, Kitchen Cabinet",RM 1 400 per month,Cheras,650 sq.ft.,2 Bedrooms
"[FOR RENT] Studio Mutiara Complex, Jalan Ipoh",RM 1 000 per month,Jalan Ipoh,450 sq.ft.,1 Bedroom
New Majestic Maxim at Taman Connaught for rent and sell,RM 1 300 per month,Cheras,650 sq.ft.,2 Bedrooms
Spacious Fully furnished 1 bedroom serviced apartment Setia Sky,RM 2 500 per month,KL City,980 sq.ft.,1 Bedroom
PLATINUM TERATAI RESIDENCE for rent,RM 1 600 per month,Setapak,928 sq.ft.,3 Bedrooms
Sentul Point | Fully Furnish | 3R2B | 2 Carpark | Fully Airconds,RM 1 800 per month,Sentul,900 sq.ft.,3 Bedrooms
Season Garden | Partially Furnish | 3R2B | 2 or 1 Parking |Facing KLCC,RM 1 500 per month,Wangsa Maju,850 sq.ft.,3 Bedrooms
Kenari Court|Pandan Indah|Nearby Mid Point Shopping Centre|Partially F,RM 1 300 per month,Ampang,750 sq.ft.,3 Bedrooms
Sri Intan 2| Jln Ipoh|3r2b|1 Parking| Partially Furnished,RM 1 400 per month,Jalan Ipoh,1200 sq.ft.,3 Bedrooms
Legasi Kampung Baru Condo Next to LRT Kg Baru [FULLY FURNISHED],RM 3 300 per month,KL City,950 sq.ft.,3 Bedrooms
Vista Wirajaya Residensi Taman Melati Setapak [FULLY FURNISHED],RM 1 800 per month,Setapak,885 sq.ft.,3 Bedrooms
LOW DEPO Vista Angkasa Apartment Bangsar [PARTIALLY FURNISHED],RM 1 900 per month,Bangsar South,1000 sq.ft.,4 Bedrooms
I Zen Mont Kiara 1 Condo Fully Furnished Unit For Rental,RM 4 200 per month,Mont Kiara,1400 sq.ft.,5 Bedrooms
Majestic Maxim Residence Cheras Kuala Lumpur [PARTIALLY FURNISHED],RM 1 600 per month,Cheras,670 sq.ft.,2 Bedrooms
Majestic Maxim Residence Cheras Kuala Lumpur [PARTIALLY FURNISHED],RM 1 500 per month,Cheras,650 sq.ft.,2 Bedrooms
"[COMFY+RENOVATED] The Hamilton, Wangsa Maju (Actual Unit - Furnished)",RM 3 200 per month,Wangsa Maju,1219 sq.ft.,3 Bedrooms
[HOT DEAL][Rent]Angkasa Condo@Taman Connaught beside UCSI,RM 1 600 per month,Cheras,920 sq.ft.,3 Bedrooms
For Rent - Suasana Lumayan Condominium,RM 1 700 per month,Cheras,1145 sq.ft.,4 Bedrooms
Astana Lumayan Condominium For Rent,RM 1 600 per month,Cheras,1200 sq.ft.,4 Bedrooms
M Centura Service Residence Sentul [FULLY FURNISHED],RM 2 500 per month,Sentul,850 sq.ft.,3 Bedrooms
Studio Villa Putera condo Jalan Sultan Ismail KL [FULLY FURNISHED],RM 1 500 per month,Jalan Sultan Ismail,850 sq.ft.,1 Bedroom
Studio Regalia Residence Jalan Sultan Ismail KL [FULLY FURNISHED],RM 1 800 per month,Jalan Sultan Ismail,550 sq.ft.,1 Bedroom
Apartment bukit angkasa Blok 21,RM 1 200 per month,Bangsar South,750 sq.ft.,3 Bedrooms
"[MODERN ID] Lakeville Residence, Jalan Ipoh (Actual Unit)",RM 2 200 per month,Jalan Ipoh,977 sq.ft.,3 Bedrooms
Studio Prisma Cheras Condo Taman Midah [PARTIALLY FURNISHED],RM 1 100 per month,Cheras,900 sq.ft.,1 Bedroom
3 ReSiDeN MeLaWaTi FurNiSheD TaMaN MeLaWaTi 2 CarParK,RM 2 600 per month,Taman Melawati,1206 sq.ft.,2 Bedrooms
"(Cheap&NICE! )Taman Connaught Cheras,bdr Tun Razak,UCSI,tasik selatan",RM 880 per month,Cheras,650 sq.ft.,2 Bedrooms
TR ReSiDeNCe CanTiK FuLLy FuRNiSheD SHorT DiSTaNCe To LRT TitiWanGsa,RM 2 600 per month,Titiwangsa,710 sq.ft.,2 Bedrooms
COZY-VISTA ANGKASA NICE UNIT Block 7 NEAR UM BANGSAR & Walking to LRT,RM 1 800 per month,Bangsar South,1200 sq.ft.,3 Bedrooms
Fully Furnished 3R2B + 2 Car Parks - Nice view + Private LRT & MRT Bus,RM 1 300 per month,Sentul,850 sq.ft.,3 Bedrooms
"M Centura fully furnished unit for rent. Move in ASAP, view anytime",RM 1 250 per month,Sentul,650 sq.ft.,2 Bedrooms
"Majestic Maxim Condo, Taman Connaught Cheras, New Condo For Rent",RM 1 400 per month,Cheras,819 sq.ft.,3 Bedrooms
[Rent]Majestic Maxim Condo@near UCSI Taman Connaught Kajang MRT Line,RM 1 300 per month,Cheras,650 sq.ft.,2 Bedrooms
Majestic Maxim Residence Cheras Kuala Lumpur [PARTIALLY FURNISHED],RM 1 400 per month,Cheras,650 sq.ft.,2 Bedrooms
The Era condominium for rent,RM 2 400 per month,Segambut,800 sq.ft.,2 Bedrooms
Majestic Maxim New Condo In Taman Connaught Cheras For Rent,RM 1 300 per month,Cheras,650 sq.ft.,2 Bedrooms
[HOT DEAL][Rent]Maxim Residences Condo@Taman Connaught Cheras Len Seng,RM 1 400 per month,Cheras,1050 sq.ft.,3 Bedrooms
"Majestic Maxim, Taman Connaught, Cheras, New Condo For Rent",RM 1 700 per month,Cheras,819 sq.ft.,3 Bedrooms
HoT LocaTion ‼️ FuLLy FurNiSheD The ELeMenTs JaLaN AmPang,RM 2 100 per month,Ampang,950 sq.ft.,2 Bedrooms
Majestic Maxim 2 Rooms In Taman Connaught Cheras For Rent,RM 1 400 per month,Cheras,650 sq.ft.,2 Bedrooms
"Majestic Maxim, Cheras Taman Connaught, 3 Rooms With Kitchen Cabinet",RM 1 500 per month,Cheras,819 sq.ft.,3 Bedrooms
"350m MRT Connaught, Branded Kitchen Cabinet, Quality Furnishings",RM 1 600 per month,Cheras,650 sq.ft.,2 Bedrooms
"Furnished, Below Market Price, 350m To MRT Connaught, 5 Station To TRX",RM 1 500 per month,Cheras,650 sq.ft.,2 Bedrooms
"Kepongmas Partly furnished, Taman Usahawan Metro Perdana Kepong",RM 1 400 per month,Kepong,800 sq.ft.,3 Bedrooms
Prisma Cheras Condo Taman Midah Cheras Hukm,RM 1 100 per month,Cheras,900 sq.ft.,1 Bedroom
Arte duplex @ mont Kiara,RM 1 700 per month,Mont Kiara,886 sq.ft.,2 Bedrooms
Bayu Sentul Condo Dato Senu 3 Sentul [PARTIALLY FURNISHED],RM 1 900 per month,Sentul,1300 sq.ft.,3 Bedrooms
The holmes bandar tun razak klcc view nearby hukm taman midah lido,RM 2 200 per month,Cheras,1018 sq.ft.,3 Bedrooms
Sentul Village@3R 2B 1P For Rent,RM 1 450 per month,Sentul,948 sq.ft.,3 Bedrooms
The Face Suites KLCC KL City Centre 850SQFT [FULLY FURNISHED],RM 3 100 per month,KLCC,850 sq.ft.,1 Bedroom
[Fully Furnished] Brem Park 1 Condominium Happy Garden Kuchai Lama,RM 1 600 per month,Kuchai Lama,1040 sq.ft.,3 Bedrooms
"Manor Apartment, Taman Maluri Cheras",RM 1 300 per month,Cheras,900 sq.ft.,3 Bedrooms
"For Rent Shop Apartment Megan Setapak,Level 3, Coner Unit",RM 1 200 per month,Setapak,1000 sq.ft.,3 Bedrooms
Zeta Deskye@Sentul KL For Rent,RM 1 600 per month,Sentul,1037 sq.ft.,3 Bedrooms
Zeta Deskye@Jalan Ipoh KL For Rent,RM 1 600 per month,Jalan Ipoh,1037 sq.ft.,3 Bedrooms
"Residensi Suria Pantai, Pantai Sentral",RM 1 600 per month,Pantai,810 sq.ft.,3 Bedrooms
SKY AWANI 3 for RENT! with kitchen cabinet,RM 1 500 per month,Setapak,800 sq.ft.,3 Bedrooms
"Pandan Perdana Villa Duplex Apartment , PV1",RM 1 180 per month,Cheras,806 sq.ft.,3 Bedrooms
M City Jalan Ampang Village Grocer KLCC 2 Bedrooms Duplex Sewa Rent KL,RM 2 500 per month,KL City,1052 sq.ft.,2 Bedrooms
Villa Crystal Condo Fully Furnished Kepong Segambut Sri Sinar Bintang,RM 2 000 per month,Segambut,1155 sq.ft.,3 Bedrooms
Rumah Sewa SEKSYEN 1 Wangsa Maju,RM 1 200 per month,Wangsa Maju,600 sq.ft.,2 Bedrooms
For Rental Semi Furnished Residensi Platinum Teratai Condo Setapak,RM 2 000 per month,Setapak,928 sq.ft.,3 Bedrooms
"The Nest [ Actual Unit, Fully Air Cond, Kitchen ] Ready Move In",RM 1 799 per month,Setapak,1000 sq.ft.,3 Bedrooms
"Bennington Residence [ Actual Unit, 2 Parking ] 3Bedroom",RM 1 999 per month,Setapak,1100 sq.ft.,3 Bedrooms
Dutamas Changkat View Ready Move In Fully Furnish Unit Include Utility,RM 800 per month,Solaris Dutamas,1100 sq.ft.,5 Bedrooms
tulin apartment,RM 1 000 per month,Old Klang Road,800 sq.ft.,3 Bedrooms
Desa Permai Condo for Rent,RM 1 800 per month,Taman Desa,1130 sq.ft.,3 Bedrooms
"Duplex Arte Mont Kiara 2 car parks, near Publika, Hartamas Corner Lot",RM 2 998 per month,Mont Kiara,925 sq.ft.,2 Bedrooms
"Fera Residence [ Actual Unit, Fully Furnished ] 2 Parking",RM 2 800 per month,Wangsa Maju,850 sq.ft.,3 Bedrooms
Parklane Condo Partly Oug Old Klang Road Puchong,RM 1 200 per month,OUG,950 sq.ft.,3 Bedrooms
Sentul Utama Condo,RM 1 200 per month,Sentul,877 sq.ft.,3 Bedrooms
"Regalia Service Apartment, near MRT, LRT, Sunway Putra Mall",RM 2 100 per month,Jalan Sultan Ismail,560 sq.ft.,1 Bedroom
KL Traders Square [ 3+1Bedroom 2Bathroom ] Actual Unit,RM 1 450 per month,Setapak,940 sq.ft.,4 Bedrooms
(Direct Owner)Apartmnt Cheras Mewah sebelah CS Taman Tun Perak Cheras,RM 600 per month,Cheras,700 sq.ft.,3 Bedrooms
[Near LRT] Fully Furnished Putra Suria Residensi @ Cheras,RM 1 350 per month,Cheras,748 sq.ft.,3 Bedrooms
The Birch Brand NEW Service Apartment suitable for family for Rent,RM 1 600 per month,Jalan Ipoh,652 sq.ft.,2 Bedrooms
Jalan ipoh Sri intan condo 2,RM 1 300 per month,Jalan Ipoh,1200 sq.ft.,3 Bedrooms
Walking Distance to MRT Taman Connaught,RM 1 500 per month,Cheras,650 sq.ft.,2 Bedrooms
"Flat Danau Kota, Setapak ada Lif",RM 950 per month,Setapak,700 sq.ft.,3 Bedrooms
The Heritage Condominium Jalan Pahang Near Hospital Besar Kuala Lumpu,RM 1 600 per month,Setapak,1280 sq.ft.,3 Bedrooms
FULLY FURNISHED Anjung Hijau Bukit Jalil,RM 1 950 per month,Bukit Jalil,1100 sq.ft.,3 Bedrooms
Jln Laman Rimbunan PANGSAPURI SEROJA APT Kepong K.L.,RM 750 per month,Kepong,750 sq.ft.,3 Bedrooms
Residency V 3R2B2C near KTM Petaling Old Klang Road,RM 2 200 per month,Old Klang Road,909 sq.ft.,3 Bedrooms
"Central Residence, Sungai Besi, Fully Furnished 2 Rooms Condo For Rent",RM 1 600 per month,Sungai Besi,731 sq.ft.,2 Bedrooms
"Rumah Sewa di M3 Residency, Taman Melati, jalan kaki ke Lrt, Kl",RM 1 700 per month,Setapak,810 sq.ft.,3 Bedrooms
Residensi Jalilmas Bukit Jalil,RM 1 200 per month,Bukit Jalil,800 sq.ft.,3 Bedrooms
MUSLIM depo murah semi ESTANA Court Ukay Bistary near Melawati,RM 1 600 per month,Ampang,850 sq.ft.,3 Bedrooms
The ELeMenTs JaLaN AmPaNg FuLLy FurNiSHeD NeAr KLCc,RM 2 100 per month,Ampang,950 sq.ft.,2 Bedrooms
New residence,RM 2 200 per month,Setapak,1000 sq.ft.,3 Bedrooms
"Ready To Move In M CENTURA Sentul Fully Furnish Near Titiwangsa, HKL",RM 1 200 per month,Sentul,650 sq.ft.,2 Bedrooms
MUSLIM semi end feb PPA1M Bukit Jalil walk LRT Bukit Jalil Stadium,RM 1 300 per month,Bukit Jalil,1200 sq.ft.,3 Bedrooms
2 room Partial Funished unit M Centura Sentul Kepong Kuala Lumpur,RM 1 400 per month,Sentul,646 sq.ft.,2 Bedrooms
Bayu Tasik 1 Condo Sri Permaisuri Cheras LRT Near HUKM F/F Cheaper,RM 1 200 per month,Cheras,950 sq.ft.,3 Bedrooms
Fully Furnished Apartment Bukit Jalil PPA1M Bukit Jalil Kuala lumpur,RM 1 950 per month,Bukit Jalil,1434 sq.ft.,4 Bedrooms
FOR RENT FULLY FURNISHED M Centura Sentul,RM 2 500 per month,Sentul,850 sq.ft.,3 Bedrooms
Majestic Maxim condo for rent (mrt tmn connaught),RM 1 400 per month,Cheras,650 sq.ft.,2 Bedrooms
The Leafz @ Sg Besi Fully Furnished Near Kuchai Lama,RM 2 200 per month,Sungai Besi,1025 sq.ft.,2 Bedrooms
"Luxury and Greenery Lifestyle Binjai On The Park,Kuala Lumpur",RM 16 000 per month,KLCC,3218 sq.ft.,4 Bedrooms
"Fully Furnished And Klcc View For Rent Danau Lumayan, Cheras",RM 1 600 per month,Cheras,830 sq.ft.,3 Bedrooms
Shop Apartment For Rent !!!,RM 1 050 per month,Kepong,750 sq.ft.,3 Bedrooms
38 Bidara Condo Bukit Bintang KLCC,RM 2 100 per month,KLCC,706 sq.ft.,2 Bedrooms
"(FULLY) Scott Garden Soho Duplex Studio Near Taman Desa, Kuchai Lama",RM 1 400 per month,Old Klang Road,775 sq.ft.,1 Bedroom
"The Era (North Kiara) 2R2B, Segambut, Jalan Kuching WIFI KL KL view",RM 2 450 per month,Segambut,900 sq.ft.,2 Bedrooms
"Putra Villa Tmn Melati, Near Gombak LRT",RM 1 800 per month,Setapak,1125 sq.ft.,3 Bedrooms
"Vista Wirajaya 2 Setapak, Tmn Melati LRT next to UTARC",RM 1 650 per month,Setapak,850 sq.ft.,3 Bedrooms
"[Walking Distance UTARC/LRT] Vista Wirajaya Setapak, Tmn Melati",RM 1 500 per month,Setapak,850 sq.ft.,3 Bedrooms
[Walk To LRT/ UTARC] Vista Wirajaya 2 Setapak,RM 1 500 per month,Setapak,850 sq.ft.,3 Bedrooms
"Cheapest unit Majestic Maxim, 5min walking distance to MRT,Eko Cheras",RM 1 000 per month,Cheras,655 sq.ft.,2 Bedrooms
"[2 Car Park Full Grille] Platinum Teratai Setapak, Near PV18 For Rent",RM 1 600 per month,Setapak,928 sq.ft.,3 Bedrooms
"[Ready Move In/Next to LRT] Vista Wirajaya 2 Residensi, Setapak UTARC",RM 1 750 per month,Setapak,850 sq.ft.,3 Bedrooms
"[Ready Move In] PV9 Residensi, Next to UTARC",RM 2 200 per month,Setapak,1100 sq.ft.,4 Bedrooms
"Desa Tun Razal Apartment, 2r1b, high floor, clean",RM 750 per month,Cheras,700 sq.ft.,2 Bedrooms
"Scott Garden Duplex Studio Near Midvalley, Bangsar South, KL Sentral",RM 1 100 per month,Old Klang Road,775 sq.ft.,1 Bedroom
[Super near LRT] casa green 3R2BF/f Platinum OUG The Z Kiara residence,RM 1 999 per month,Bukit Jalil,900 sq.ft.,3 Bedrooms
M Vertica Condo Cheras Maluri 3R2B2C Fully Furnished Velocity MRT LRT,RM 2 300 per month,Cheras,850 sq.ft.,3 Bedrooms
